"user_id","created_at","text","source","display_text_width","location","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at"
"x1187075774219718657",2019-12-08 14:27:56,"@cult_dom The worst terrorist attack on American soil in US history happened under a Republican president. The worst recession since the great depression happened under a Republican president. Every federal govt. shutdown for the last 25 years has happened under a rep-controlled congress.","Twitter Web App",279,"North Carolina",37,19,1,2137,4067,2019-10-23 18:38:31
"x942065014063722497",2019-12-08 18:04:42,"When I was so depressed to the point where I was thinking about committing suicide, this man Juice Wrld. His music helped me through my depression.","Twitter for Android",147,"Iowa, USA",16,94,0,171,388,2017-12-16 16:12:56
"x868447128573444096",2019-12-08 18:04:26,"Hello depression, I didn't miss you at all.","Twitter for Android",43,"Cainta, Calabarzon",66,304,2,306,850,2017-05-27 12:41:45
"x635024446",2019-12-08 18:04:26,"@EddieWebster98 Grow up its session depression","Twitter for iPhone",30,"Your Dreams",289,322,2,10474,6495,2012-07-14 01:52:40
"x1186685600994418688",2019-12-08 18:04:26,"@BooksNest Bugs me when people do this with depression, too. 
I need a sign that says JUST BECAUSE YOU DON'T UNDERSTAND SOMETHING, IT DOESN'T MEAN IT DOESN'T EXIST","Twitter for Android",152,"",2284,2477,25,918,1920,2019-10-22 16:48:07
"x2212975542",2019-12-08 18:04:24,"X was a familiar friend when depression hit an all time low💯🕊🥺","Twitter for iPhone",62,"Chicago, IL",820,614,5,20731,3726,2013-11-24 19:34:21
"x2212975542",2019-12-08 17:15:34,"“ I was put here to lead the lost souls 💔 exhale depression as the wind blows “ 😔💔 yall aint feel that shit 💔","Twitter for iPhone",109,"Chicago, IL",820,614,5,20731,3726,2013-11-24 19:34:21
"x991904626067697665",2019-12-08 18:04:17,"@Advaidism This, along with the motive to boost the economy with capital expenditure focussed on bringing up military-industrial complex, after The 1929 great depression. looking at this, one can see how it all began for them. The philosophy of waging wars for growth and expansion","Twitter for Android",270,"Varanasi, India",56,510,0,4418,13610,2018-05-03 04:57:46
"x1175721590870413312",2019-12-08 18:03:58,"Heyyyy depression","Twitter for Android",17,"",1443,1567,0,5474,3008,2019-09-22 10:40:58
"x1153421194013622273",2019-12-08 18:03:57,"@zkeefer Depression","Twitter for iPhone",10,"North West, England",209,278,1,879,1072,2019-07-22 21:46:56
"x446708967",2019-12-08 17:27:06,"His vibes were so great man. He talked about depression wanting to make a difference love girls drugs but the man wanted to make a change wanted to make young people know they can make a difference we can change the WRLD together. https://t.co/QdiGZLmwPJ","Twitter for iPhone",230,"765",522,428,0,29242,20453,2011-12-26 02:29:10
"x446708967",2019-12-08 18:03:52,"I don’t normal get like this man. Juice just hit me different in times my depression was so strong. Y’all no one will understand tho man. I’m really in my feels.","Twitter for iPhone",161,"765",522,428,0,29242,20453,2011-12-26 02:29:10
"x1145500421030666240",2019-12-08 18:03:49,"Being sad for a couple of days and having clinical depression is two different things. I need y’all to understand that.","Twitter for iPhone",119,"Houston, TX",181,126,0,1347,2148,2019-07-01 01:12:37
"x1145500421030666240",2019-12-08 18:01:30,"@totallyoveryou Okay nice, however you can’t assume she has depression. Mental health isn’t an excuse for everything. Some ppl just dirty depression or not.","Twitter for iPhone",140,"Houston, TX",181,126,0,1347,2148,2019-07-01 01:12:37
"x826293545061404672",2019-12-08 18:03:42,"@ambsaidwtf @JulieErick3 Apparently a large fraction of the downturn in life expectancy for American whites is a DIRECT RESULT of this.

Stress, Depression, alcohol and drug abuse are taking their toll because of a PERCEIVED threat.

other ethnic groups objectively worse off are not doing this.","Twitter for iPhone",270,"California, USA",694,345,7,58202,68127,2017-01-31 04:58:27
"x1073723115774009346",2019-12-08 18:03:36,"@taes_sweetie @ArmyWithLuvUWU_ @chixtapefive thank u for not doing that shit, ive seen fan cams under hashtags about depression and shit","Twitter for iPhone",91,"",29,85,0,3316,8683,2018-12-14 23:35:14
"x27062218",2019-12-08 14:27:21,"IF ONE MORE OF MY FAMILY MEMBERS SUGGESTS MY DEPRESSION IS FROM NOT HAVING A ""CHURCH FAMILY"" OR RELATIONSHIP WITH ""GOD"" IM GONNA CANCEL MY FAMILY MEMBERSHIP. SHUT. THE. FUCK. UP. PLEASE.","Twitter for Android",186,"United States",574,758,2,23508,65744,2009-03-27 18:20:07
"x27062218",2019-12-08 18:03:22,"@fireandblonde When I left the Catholic Church I remember my mom saying it won't help my depression. When I told her I was an atheist she said I'd never get well now. 🙌🙌 Love that for us.","Twitter for Android",172,"United States",574,758,2,23508,65744,2009-03-27 18:20:07
"x1196500579234779137",2019-12-08 18:03:21,"some of you have never gone through depression or lived with someone who suffers from depression and it shows","Twitter for iPhone",109,"",76,84,2,296,850,2019-11-18 18:49:15
"x1196500579234779137",2019-12-08 18:01:26,"this is such an insensitive tweet and i’m very upset someone put it on my tl. my mother suffers from very bad depression and our house sometimes ends up looking like this (not this bad but close), no matter how much i try to keep it clean. mental illness is no joke. https://t.co/Y3pVptWjog","Twitter for iPhone",266,"",76,84,2,296,850,2019-11-18 18:49:15
"x371039524",2019-12-08 18:03:18,"People sit here and act so shocked when famous rappers like JuiceWRLD die, yet clearly ain’t listening to these young men’s lyrics.. Almost every song of his is about drugs and depression. This dude clearly has been struggling, and his body gave up the fight..","Twitter for iPhone",260,"",1007,517,4,14743,4770,2011-09-10 02:51:11
"x371039524",2019-12-08 18:03:18,"And sadly the industry he’s in glorifies depression and drug use. And I get it was a seizure, but what more then likely caused a 21 y.o. man to have a seizure that has no previous known conditions? All in all this shit is sad and our generation needs to make lifestyle changes.","Twitter for iPhone",277,"",1007,517,4,14743,4770,2011-09-10 02:51:11
"x252680051",2019-12-08 18:03:14,"understanding how human eyes sense light could lead to ""smart"" lights that can prevent depression, foster sleep at night, and maintain healthy circadian rhythms. https://t.co/wGZpofb1ye https://t.co/wGZpofb1ye","Facebook",209,"USA",577,152,34,20980,182,2011-02-15 17:53:16
"x16485091",2019-12-08 18:03:11,"@neuroseraphim Depression has this nasty little thing where it makes you tired a lot, and saps your motivation &amp; memory. This could be part of the problem. With motivation being trashed by seeing no progress, not remembering how to do the simple tasks, it's easy to claim failure &amp; give up.","Twitter Web App",283,"No idea what to put here",448,2309,3,16473,6717,2008-09-27 12:45:35
"x16485091",2019-12-08 17:58:15,"@neuroseraphim Have you ever been tested for/diagnosed with depression?","Twitter Web App",56,"No idea what to put here",448,2309,3,16473,6717,2008-09-27 12:45:35
"x995589934714183680",2019-12-08 18:02:52,"how to revise when u are crippled by depression help me https://t.co/d9pXDiXavS","Twitter for iPhone",55,"she/her",331,101,2,7797,1686,2018-05-13 09:01:52
"x1203712747956891648",2019-12-08 18:02:49,"😔

I have, severe, depression
Extreme social anxiety
Bipolar mania one
Left frontal lobe brain injury
Multiple personality disorder
I want to die
Barely any friends
Why do i exist
Not religious","Twitter for Android",193,"crying",2,34,0,13,0,2019-12-08 16:27:49
"x1168653764078788610",2019-12-08 18:02:49,"@luvsickmari exactly. and it delegitimizes ppl who actually have talked to professionals bc if someone meets 7 ppl who ""have"" depression and one who actually does, it makes the one seem like they're faking it too, and ppl dont take them seriously.","Twitter for Android",234,"",2,20,0,59,1882,2019-09-02 22:35:52
"x782540032766869505",2019-12-08 18:02:36,"@yummiemontanaa @totallyoveryou @CactusssJack @Justalilthirst1 @FBrumous @plqthora @theonlylillaw @DundareeD Stop claiming People who say they have Depression are self Diagnosed when you don't Know their medical History and Stop randomly capitalising Words, it's weird. Depression affects people differently and if you're medicated you won't have it as bad. Stop judging and try listening.","Twitter for Android",280,"Scotland, United Kingdom",2755,2885,40,7704,31527,2016-10-02 11:17:37
"x747704136439828480",2019-12-08 18:02:34,"All the artists who helped with my depression dying and it really sucks","Twitter for iPhone",71,"Texas ",1941,780,6,14097,13418,2016-06-28 08:12:12
"x1113909823442178048",2019-12-08 18:02:34,"@SoNotOCD @Kayeismynamethx Also: You yourself needs to be careful with what you say. Stop doubting people if they really have something. It's the same rhetoric with depression, anxiety, ADHD, etc. You should know this, too.","Twitter for Android",196,"i thought you were american",540,1363,12,16378,157784,2019-04-04 21:02:52
"x2205998918",2019-12-08 18:02:33,"thx depression","Twitter for iPhone",14,"",382,320,1,3494,13947,2013-11-21 01:23:34
"x33282502",2019-12-08 18:02:33,"So many people from so many walks of life showing love to @JuiceWorlddd ! He definitely helped so many through his music .. helped people with love , heartbreak, depression.. it’s so sad to see those kind of people go so young 😩","Twitter for iPhone",228,"United States",1516,2218,9,32288,1875,2009-04-19 19:08:13
"x1108393128564875264",2019-12-08 18:02:23,"@jcallmeinsane @DagothValentine @WushaLusha @Nature_and_Race @Lord_HBaltimore Genes influence tendencies towards outcomes, they do not guarantee outcomes. Even if you are predisposed to depression, you are way more likely to be depressed if you are a porn/videogame addict with no friends who doesn’t have a girlfriend.","Twitter for iPhone",241,"",217,288,0,4204,1184,2019-03-20 15:41:29
"x898423362271166464",2019-12-08 18:02:20,"Couple rzns bro, They don’t know what to do with all the money, they look to drugs for the music, &amp; the depression also doesn’t help. Recipe for disaster. It’s real. https://t.co/r8WXRnzexo","Twitter for iPhone",169,"",198,276,0,2561,4058,2017-08-18 05:56:36
"x593935038",2019-12-08 18:02:19,"@THESLUMPGOD Keep your head up slump god we need you on the earth your music cure our depression bro. We lost 3 legends Jah, Juicewrld ,Peep we don’t need to lose another legend.","Twitter for iPhone",165,"Chicago, IL",788,2048,0,341,4082,2012-05-29 16:43:03
"x948706930326847488",2019-12-08 18:02:17,"I am becoming undependable under a guise of self care (read depression) and I don’t like it","Twitter for iPhone",91,"Middle of Nowhere",378,414,3,5393,12534,2018-01-04 00:05:33
"x1005219527418839046",2019-12-08 18:02:17,"he ended up leaving me for someone else. im glad he left ofcourse. im still suffering from severe depression, ptsd and an attachment disorder while he is out living his life with a new girl.","Twitter for iPhone",190,"tw; ed, bpd & sh •ugw 50kg",66,147,0,704,1253,2018-06-08 22:46:26
"x886752343605248001",2019-12-08 18:02:11,"@theplutoheart Yea depression is hitting me hard right now fuck my life","Twitter for iPhone",56,"Mississippi, USA",54,178,0,1528,1529,2017-07-17 01:00:08
"x325080293",2019-12-08 18:01:51,"Some of you will say it was depression or anxiety that pushed him to take drugs. That’s no excuse, HELP IS ACCESSIBLE TO EVERYONE; rehab, psychiatrists, friends, family, the freaking internet !","Twitter for iPhone",193,"Harrison, NJ",367,185,1,33364,4647,2011-06-27 18:13:37
"x1102199892993343491",2019-12-08 18:01:48,"@alaahoussamy maybe my depression will go away after all","Twitter for Android",42,"🇱🇧",254,271,0,1186,4069,2019-03-03 13:31:47
"x1185816476130926592",2019-12-08 17:57:44,"I just feel like if you NEVER dealt with serious depression &amp; felt like ending it all. STFU","Twitter for iPhone",95,"",977,709,0,7283,7259,2019-10-20 07:14:23
"x1185816476130926592",2019-12-08 18:01:46,"Let’s talk about how you ain’t always gotta just commit suicide when fighting depression. ALOT OF YALL doing it with drugs too!","Twitter for iPhone",127,"",977,709,0,7283,7259,2019-10-20 07:14:23
"x973631249628778497",2019-12-08 18:01:45,"Depression sucks","Twitter for Android",16,"Ibadan ",725,1055,0,2804,14810,2018-03-13 18:45:53
"x313396789",2019-12-08 18:01:30,"Niggas be trying blame shit on depression I’m not jacking that","Twitter for iPhone",62,"",563,530,1,45048,2057,2011-06-08 15:59:10
"x867493877615341568",2019-12-08 18:01:24,"Mikes hard depression","Twitter for iPhone",21,"",88,491,0,1106,14335,2017-05-24 21:33:52
"x724320931531739136",2019-12-08 18:01:22,"I also miss being able to play ukulele and guitar. Fuck depression","Twitter for iPhone",66,"",157,271,3,28920,13980,2016-04-24 19:35:42
"x1081021972694401024",2019-12-08 18:01:19,"on that note lmaoo seasonal depression roll call 🙋🏼‍♀️","Twitter for iPhone",54,"",317,184,0,1741,4755,2019-01-04 02:58:17
"x4439631201",2019-12-08 18:01:14,"Talking like depression and suicide only happen to the peasants. https://t.co/33cwgHWC5g","Twitter for iPhone",64,"Where my heart is at..",11720,12533,11,21089,113415,2015-12-10 17:25:06
"x413556304",2019-12-08 18:01:08,"@Lil_Myzz_Shady Even depression is getting head.","Twitter for iPhone",32,"Jail",349,179,2,9126,12167,2011-11-16 01:03:28
"x882481241777475584",2019-12-08 18:00:59,"Depression is real. Yea that’s the tweet","Twitter for iPhone",40,"",1149,495,1,39973,23932,2017-07-05 06:08:18
"x2571476275",2019-12-08 18:00:54,"@annedraya I feel like a bad Mum which make my depression so much worse m","Twitter for iPhone",62,"",947,2142,28,15205,25171,2014-06-16 18:55:18
"x1073655650994003970",2019-12-08 18:00:53,"hey calm down son, having a gf wont fix your depression, nor will having an hyper cock.","Twitter for Android",87,"",28,211,0,6971,6104,2018-12-14 19:07:09
"x998958492076724224",2019-12-08 18:00:53,"What do you personally do to combat your depression/anxiety? Asking for a friend.","Twitter for iPhone",81,"NJ 2 VA 2 ATL",200,149,0,1522,749,2018-05-22 16:07:19
"x59139941",2019-12-08 18:00:51,"@alayadivine_ These internet niggas barley be passing high school but wanna tell mfs how to deal with depression 🥴 I don’t get it","Twitter for iPhone",115,"EastSide Aint It",1738,893,3,41600,8964,2009-07-22 14:30:44
"x2892721111",2019-12-08 18:00:50,"@marzzt_ secret hack 101 that nobody bothered to share: 

-get a depression, no appetite so you lost weight for months and before you know it voila jawline for days!","Twitter for iPhone",156,"",391,510,0,4890,10647,2014-11-07 10:40:54
"x3400515197",2019-12-08 18:00:50,"Depression and drugs worst combo .","Twitter for Android",34,"Dominican Republic",736,293,0,9436,5919,2015-08-02 20:41:10
"x2574984026",2019-12-08 17:54:14,"Look out for yourself. You’re waking up tired and unmotivated every day and mistaking it for depression because you smoking that gas and poppin then pills. You’re creating this reality for yourself. Take care of yourself. You’re depressed because you’re depriving your body of","Twitter for iPhone",276,"Chicago, IL",286,287,0,8711,10720,2014-06-18 14:49:18
"x2574984026",2019-12-08 18:00:23,"Depression is a real epidemic and a real DISEASE of the mind but you have to make the changes if you want more for yourself than just getting by. 

SURVING IS NOT LIVING

GETTING HIGH IS NOT THE WAY OUT","Twitter for iPhone",202,"Chicago, IL",286,287,0,8711,10720,2014-06-18 14:49:18
"x1203321705176977410",2019-12-08 18:00:18,"@markiplier @MakeAWish Aw man I was looking forward to one today, have fun though! 😁 Btw I love your videos and you always make me laugh by your not so funny jokes 😂 You have helped me to battle depression and anxiety so I am really grateful. Have a great day Xx

-Røuge Riøt","Twitter Web App",252,"",0,11,0,12,2,2019-12-07 14:33:57
"x2642568267",2019-12-08 18:00:15,"if sum ever happens to thug i will literally go into depression","Twitter for iPhone",63,"Atlanta, GA",1218,652,2,9470,5754,2014-06-26 02:41:09
"x1127556628881006592",2019-12-08 18:00:13,"@OfWudan On depression not being real. Tyson  Fury, Shannon Briggs, Dolph Lundgren, Nigel Benn... all killers in the ring but they all talked about their struggles with depression. 

Maybe you have special genes not prone to depression?","Twitter for Android",227,"",3,32,0,69,100,2019-05-12 12:50:24
"x1168618632622092289",2019-12-08 18:00:08,"If you're reading this, may Allah heal your wounded heart, remove your pain, stress, depression, anxiety, worries and problems, and replace them with good health, everlasting happiness and peace.
Ameen ❤️","Twitter for Android",204,"",402,887,0,520,807,2019-09-02 20:16:21
"x331908243",2019-12-08 18:00:02,"@nickicomments Depression, isolation, and mixing pharmaceutical drugs with liquor or other substances. It's heartbreaking","Twitter for Android",106,"ascension - 🌴",1858,427,20,89339,12872,2011-07-08 22:29:52
"x4851182130",2019-12-08 17:59:56,"I thought watching Grey’s Anatomy during my depression episode was going to be therapeutic but now I’m thinking it might not have been a good idea...","Twitter for iPhone",149,"Los Angeles, CA",83,408,0,3990,20853,2016-02-02 23:05:22
"x156708643",2019-12-08 17:59:52,"My depression really showed up and showed out this semester my grades are gonna be trash....pray for me y’all 😢🤦🏼‍♀️","Twitter for iPhone",116,"...",2204,2401,2,6926,5978,2010-06-17 17:49:14
"x2172538800",2019-12-08 17:59:35,"All of his music was about depression and doing drugs it’s not ironic. People who do drugs know what the risks are and I think talking about dying in his music was more about being real with himself than it was about trying to predict his death. https://t.co/zZbhXnR7zj","Twitter for iPhone",245,"Mammoth Lakes, CA",1515,959,31,23065,42863,2013-11-03 17:45:19
"x1149756739090296836",2019-12-08 17:59:35,"@CattyK5 @Iam_Furtado @laalex2 @YouTube I wonder if she had depression. Depression will make you sick, or if you are already sick intensify it. She claims to have been sick with parasites, which I personally think she used to her advantage.","Twitter Web App",200,"",108,106,0,2529,6251,2019-07-12 19:05:42
"x2968571135",2019-12-08 17:59:33,"@SrasheedSalman @YouTube This is correct analysis. By the way now a days @Shahidmasooddr is spreading depression.","Twitter Web App",88,"",1278,1088,1,9446,15854,2015-01-08 21:05:32
"x1198235706310713344",2019-12-08 17:59:32,"@pocketgoogie STFU I WISH DEPRESSION UPON YOU SHBSJSDBSBS","Twitter for iPhone",43,"",18,21,0,117,1215,2019-11-23 13:44:05
"x3508340597",2019-12-08 17:59:27,"The devil wants you to sell your soul, promote sex, drugs, violence, depression, and all things negative, the devil gives you all this money to destroy yourself, DO NOT let the devil bless you, preach God, do everything in his name, live through him, and you’ll be happy forever❤️","Twitter for iPhone",280,"",1864,418,22,22287,28845,2015-09-01 03:17:13
"x980106932152250368",2019-12-08 17:59:25,"Sometime i think i need to go to the psychiatry..someday maybe when i really cant handle this kind of depression","Twitter for iPhone",112,"Palembang, South Sumatra",14,69,0,1116,326,2018-03-31 15:37:56
"x3288071533",2019-12-08 17:59:22,"Wanna lay in bed all day and sleep...my depression really be coming back","Twitter for iPhone",72,"",20,43,0,339,1928,2015-07-23 00:19:14
"x632287409",2019-12-08 17:59:20,"Exhale depression as the wind blows.","Twitter for iPhone",36,"",540,331,4,44502,20204,2012-07-10 20:28:08
"x2760149213",2019-12-08 17:59:18,"Yeah, I was put here to lead the lost souls
Exhale depression as the wind blows","Twitter for iPhone",79,"",285,375,6,21244,14217,2014-09-03 06:55:33
"x1072089800830844928",2019-12-08 17:59:12,"@Tacha91282200 @VenitaAkpofure @aireyys Eyah, she is not the cause of ur depression","Twitter for Android",43,"Nigeria",133,126,0,4305,7023,2018-12-10 11:25:01
"x2203238975",2019-12-08 17:59:11,"Certainly, the depression that led you to drugs, will still be waiting for you,for a rematch, after you have taken the drug. Hence, seek a counselor, talk to someone older, talk to your pastor or Imam and Finally talk to your Supreme Creator. God!! https://t.co/Ip2PD60nfS","Twitter for Android",248,"Lagos, Nigeria",67,158,0,53,159,2013-12-01 14:53:07
"x602195296",2019-12-08 17:59:05,"Hi, I'm Josh I'm 23 and I never learned how to
Fucking deal with this depression helpIwannadie","Twitter Web Client",94,"Hell",201,309,26,101008,124790,2012-06-07 20:52:32
"x475401417",2019-12-08 17:59:00,"Depression and drug abuse is a deadly combination that seems to be taking a lot of the young artists lately... Rest up Juice Wrld 🙏😞","Twitter Web Client",132,"Buffalo, NY ⚠️",99538,84059,233,8506,30248,2012-01-27 01:03:04
"x726502476627755009",2019-12-08 17:58:49,"@Issa_GOLD Agreed in the sense that he had the ears of an enormous fan base, but pushing the message that complacency with depression and coping through drugs is good isn’t a positive influence if I’m being real. No disrespect though and may he RIP, taken too young","Twitter for iPhone",254,"",5,20,0,32,33,2016-04-30 20:04:23
"x14319593",2019-12-08 17:58:49,"Imagine living in Youngstown. Waking up early everyday to go to work in the depression mills.","Twitter Web App",93,"",179,224,6,9659,777,2008-04-07 02:44:58
"x135102757",2019-12-08 17:58:42,"@MrumaDrive True yaz, I understand suicide and depression is real but... The part where a person needs to be social about it baffles me. 😏...","Twitter for Android",129,"South Africa",3138,3167,3,15576,33741,2010-04-20 10:16:00
"x1072242031148195841",2019-12-08 17:58:41,"@rebeccaclancey why does no one talk about the fact that depression can give you memory loss😔💯💯💯💯","Twitter for iPhone",81,"",99,194,0,5559,2731,2018-12-10 21:29:56
"x859819282779254785",2019-12-08 17:58:40,"@chaosprime Depression is such a tangled web of misc. categories. 

Most of my clinical episodes have been mental war in a self-trapped zone with knowledge that this yammering self was constructed. 

Others were on a safe shelf. Self loathing was in knowing escapes but not escaping.","Twitter Web App",271,"Kansas City, MO",123,896,0,3873,2054,2017-05-03 17:17:46
"x1113231247344656385",2019-12-08 17:58:09,"From my early childhood, I had to fight for myself and my mother. Trauma after trauma resulting in cPTSD, depression &amp; anxiety, suicidal from the age of 11 (not anymore, fortunately), undiagnosed ADD. 

I call it ""being forged in fire"". This made me a person I am today. (4/8)","Twitter Web App",280,"Toruń, Poland",185,207,2,474,3451,2019-04-03 00:06:26
"x558091773",2019-12-08 17:58:08,"juice wrld made music for the misunderstood. people suffering from addiction, depression, anxiety, codependency, and other psychological disorders that are overlooked. he wasn’t just an artist for me, he was help for me and for many others. at the end of the day","Twitter for iPhone",262,"Greensboro, NC",765,258,1,19685,3305,2012-04-19 19:58:45
"x1150539994752323585",2019-12-08 17:58:04,"@NadeGrinds He wasn't all he made was depression music","Twitter for Android",42,"",29,101,0,1062,764,2019-07-14 22:58:05
"x821742901571022848",2019-12-08 17:57:59,"Depression hit me out of nowhere 😭 I don’t even know :(","Twitter for iPhone",55,"Hawler",1302,276,2,5278,9408,2017-01-18 15:35:49
"x790242863116193792",2019-12-08 17:57:58,"Classical liberalism was rightly supplanted by social liberalism in this country because it

A. Failed to prevent the market failures that resulted in the Great Depression

B. Failed to address pre CR era discrimination against black people by individuals and businesses","Twitter Web App",270,"The elite coasts",252,1475,2,1527,59431,2016-10-23 17:25:55
"x983008758623363072",2019-12-08 17:57:55,"Almost bought a Focus ST recently

this is how you know the seasonal depression is real","Twitter Web App",87,"[redacted]",16,45,0,311,118,2018-04-08 15:48:46
"x752992787155615744",2019-12-08 17:57:53,"Rip juice wrld, always listened to em with the homies and we vibed all night in vc, I loved this mans energy and had a impact on depression music and emo rap, you’ll be missed juice, pray for ski mask, lost x last year now juice this year, this is not how I wanted to wake up...💔","Twitter for iPhone",279,"United States",1174,543,7,10160,2792,2016-07-12 22:27:25
"x1160380703483277312",2019-12-08 17:57:49,"my roommate was gone this weekend n both my cat n her cat cuddled w me at night. depression = cured","Twitter Web App",99,"",1223,496,4,1461,8463,2019-08-11 02:41:33
"x739988612243062784",2019-12-08 14:57:40,"@bottingkruger political leader who served as the 16th President of the United States during a time of worldwide economic depression (5/11)","dunning kruger bot",124,"Seattle, WA",72,1,10,69997,5,2016-06-07 01:13:28
"x739988612243062784",2019-12-08 17:57:40,"@bottingkruger depression and total war. Her system remains known worldwide simply as braille. (7/7)","dunning kruger bot",85,"Seattle, WA",72,1,10,69997,5,2016-06-07 01:13:28
"x739988612243062784",2019-12-08 04:57:38,"Mary Sergeevna Cassatt was also elected to the Senate of the United States during a time of worldwide economic depression and total (1/2)","dunning kruger bot",137,"Seattle, WA",72,1,10,69997,5,2016-06-07 01:13:28
"x183185767",2019-12-08 17:57:38,"@samullrich @TheJivemaster You can’t be objective when you’ve got Deontay in your name. Fury outboxed Wilder and he will do it again. That was Wilders chance to win whilst Fury was at the end of his depression so now I think you’ll see Wilder get school like AJ just schooled Ruiz. Your the casual bruh 🤡","Twitter for iPhone",277,"Minnesota",170,453,1,2436,709,2010-08-26 10:46:17
"x817194818984099844",2019-12-08 17:57:31,"I’m really trying to be happy right now but holy fuck my seasonal depression is in FULL swing https://t.co/1sRAd3hpHd","Twitter for iPhone",93,"Canada",41,127,0,1100,3309,2017-01-06 02:23:22
"x184326746",2019-12-08 17:57:29,"I’m really not a fan of these rappers that rap about depression, drug usage &amp; all those kind of stuff. It’s just sad, and when something happens to them it’ll hit hard.","Twitter for iPhone",172,"Brooklyn, NY",8580,8453,21,188425,1,2010-08-29 07:38:08
"x1182878748712079360",2019-12-08 17:57:20,"When used properly, your incredible brain can change your rags to luxury, loneliness to popularity, illness to health, depression to happiness, and all this - if you learn to use it correctly.","Twitter Web App",192,"",4,217,0,39,433,2019-10-12 04:40:50
"x27691392",2019-12-08 17:57:17,"Depression sucks so much","Twitter for Android",24,"Yorkshire",1868,963,42,18249,9526,2009-03-30 17:54:38
"x823384899449212933",2019-12-08 17:57:13,"i have a mild feeling that i just flipped from depressive mania to manic depression but it’s still a mixed episode 🥴","Twitter for iPhone",116,"Texas, USA",511,498,2,2344,7887,2017-01-23 04:20:32
"x1128534471043469312",2019-12-08 17:57:05,"i have post concert depression from NSSN :((","Twitter for iPhone",44,"",37,36,0,126,156,2019-05-15 05:35:59
"x1181537216318840834",2019-12-08 17:57:00,"The color green understood to be the most restful and relaxing color for the human eye to view. Green is soothing, relaxing, and youthful. Green is a color that helps alleviate anxiety, depression, and nervousness .","Twitter for iPhone",215,"Kuwait",52,0,0,13,0,2019-10-08 11:50:19
"x482308017",2019-12-08 17:56:56,"We all gotta wake up and stop abusing drugs. Think long term. We killing ourselves. We got so much to live for. We gotta stop letting the depression get the best out of us.","Twitter for iPhone",172,"",1011,174,3,25040,34538,2012-02-03 19:17:35
"x1182619974441033729",2019-12-08 17:56:49,"Depression💔😔","Twitter Web App",12,"Qatif ",20,54,0,686,74,2019-10-11 11:32:42
"x1934951154",2019-12-08 17:56:37,"Life has put me on a dark path for a while now. I've had to step back from people and just reality in general and really just work on myself. Depression is nothing to mess with and I thank god everyday for those who are truly there for me ❤","Twitter for Android",240,"",164,669,0,1070,2723,2013-10-04 17:54:40
"x3014935053",2019-12-08 17:56:28,"@PulteDaily @TeamPulte And my depression is amping up","Twitter for iPhone",30,"Fairbury, IL",3918,4560,4,71230,268005,2015-02-03 18:23:35
"x3014935053",2019-12-07 22:57:06,"@ToriaCuttone Whatever floats your boat. Lol. Thank you, though. I went from decorating at Charlie Brown Christmas tree to paying bills that were due🙃It’s the holidays. It triggers my depression. 🤷‍♀️I’m hanging in there.","Twitter for iPhone",207,"Fairbury, IL",3918,4560,4,71230,268005,2015-02-03 18:23:35
"x4686320431",2019-12-08 17:56:27,"I told my dad I wanted to eat spam and he said “it seems like you have depression”","Twitter for iPhone",82,"ur mom",42,66,0,563,2683,2016-01-01 01:23:05
"x1106968892503552001",2019-12-08 17:56:27,"Rest In Peace @JuiceWorlddd thanks for making music for us who suffer from depression. ❤️","Twitter for iPhone",89,"Pico Rivera, CA",101,625,0,1319,3312,2019-03-16 17:22:05
"x725698672571256833",2019-12-08 17:56:23,"America’s prescription for daily anxiety and other depression issues brought on by the @realDonaldTrump et al
is at least one @RandyRainbow Parody a day ✍ https://t.co/AqR2rHZFAc","Twitter for iPhone",154,"California, USA",4313,4836,5,76518,83438,2016-04-28 14:50:21
"x443068375",2019-12-08 17:56:20,"@chaosprime If the depression is telling you that stuff, it might be exactly the sticking point eg. trauma might be related to bothering people, or to sense of self-worth etc.","TweetDeck",163,"",141,372,7,6762,95649,2011-12-21 19:39:31
"x1178679966503985152",2019-12-08 17:56:08,"@Nataly25276700 @BugsyH_ @XXL I’m not about to get into addicts and how depression affects them and shit smh","Twitter for iPhone",78,"",413,468,3,1129,1145,2019-09-30 14:36:26
"x939665590612000769",2019-12-08 17:55:59,"@Styx666Official Pornography and masturbation has the same effect on mens brains as actual sex and causes serious long-term problems like ED, depression, issues with social interaction (seeing women as objects). It shouldn’t be illegal or demonetized but we’re stupid if we deny the effects it has","Twitter for iPhone",280,"Pensacola, FL",2,11,0,4,9,2017-12-10 01:18:29
"x1046127149827182593",2019-12-08 17:55:58,"@valariejward Very valid points. Another facet of the problem is the ""expected behaviors"" people have associated with specific mental health conditions. I personally delayed visiting a therapist significally because of how ""lucid"" I was about my depression and the reasons behind it.","Twitter for iPhone",269,"Submerged in my subconsious",2574,3244,17,3522,3988,2018-09-29 19:58:43
"x1199472867315978240",2019-12-08 17:55:56,"@houseofnba Do I pick the built 6'5"" man or the guy with a depression beard and a beer gut?","Twitter for Android",79,"",237,318,0,109,180,2019-11-26 23:40:04
